Timestamp,"16Personalities Quiz. You will need to first take the quiz located at https://www.16personalities.com/. Select your personality letters below. E.g. ENTJ-A, INTP-A, etc.","What is your major? (Please type out your full major name based on USC Catalogue, e.g. 'Computer Science', 'Business Administration')  ",If applicable.  What is your 2nd major? (Please type out the full major name),"What is your minor? (Please type out the full minor name based on USC Catalogue, e.g. 'Applied Analytics') ","If applicable, what is your 2nd minor? (Please type our the full minor name)",Are you in the Progressive Degree Program (PDP)?,What is your graduation year?,What is your class standing?,What is your GPA?,How many units are you taking this semester? Please enter a number.,Are you a transfer student?,Are you an international student?,What is your plan for after graduation?,What industry are you going into or planning on going into after graduation?,What role are you going into or planning on going into after graduation? Please choose the one that best fits.,"On a scale of 1-5, with 5 being the highest, how would you rate your USC academic experience?","On average, how many USC football games do you attend per season?",Are you or have you ever been actively part of a social fraternity/sorority at USC?,Are you or have you ever been actively part of a professional fraternity/sorority at USC?,"Are you or have you ever been actively part of a professional organization or regularly attend/observe professional activities/events?  E.g. LACI, Trojan Marketing, LavaLabs, etc.",Are you or have you ever been actively part of a cultural student organization or regularly attend/observe cultural activities/events?  E.g. Korea Student Association.,Are you or have you ever been actively part of a religious student organization or regularly attend/observe religious activities/events?,Are you part of a sports student organization or regularly participate in organized sports? e.g. Club Soccer,"On a scale of 1-5, with 5 being the highest, how would you rate your USC social experience?","Approximately, what % of your tuition was covered by merit scholarships?",Have you ever held a paid job during any semester at USC?,"During this semester, what percentage of your available time do you spend working (paid or non-paid)?","During this semester, what percentage of your available time do you spend with your friends (online or in-person)?","During this semester, what percentage of your available time do you spend with your family (online or in-person)?",Do you prefer to study alone? (vs. studying in a group),"During this semester, what percentage of your available time do you spend on classwork outside of class?","On a scale of 1-5, with 5 being the highest, how would you rate your overall USC experience?",What is your gender?,What is your age? (Please only enter a number),"Your home country. Please enter the 2-letter country abbreviation. (United States = US, China = CN) You can find the list of abbreviations here: https://www.iban.com/country-codes  ","If your home country is US, what is the zip code of your childhood home? (If the US is not your home country, type in 'N/A') ",Do you consider California your home?,How many languages are you proficient in conversionally?,"What are your primary form(s) of learning about current events? (e.g. what is viral, news, entertainment)",Do you consider yourself someone who loves to travel?,Do you consider yourself a foodie?,Have you prioritized purchasing based on the sustainability of the brand or product?,Do you carry and use a reusable water bottle?,"What percentage of your meals during the semester are purchased from a delivery service (i.e. Uber Eats, Postmates, etc.)?","What percentage of your transportation during the semester was using a ride-sharing service (i.e. Uber, Lyft, etc.)?  Exclude USC's free Lyft program."
4/7/24 13:13,ISTJ-A,ECON Data Science,,Applied Analytics,,Maybe,2025,Junior,3.94,16,No,No,Graduate School,Technology: Other,Information and Communications Technology,4,0,No,No,No,Yes,No,Yes,5,50%,No,≤ 10%,> 50%,≤ 10%,Depends,10-20%,4,Male,21,US,96825,No,3,"Instagram, X",Yes,No,No,Yes,25%,0%
4/7/24 13:15,ISFJ-T,Journalism,,Applied Analytics,Web Development,Yes,2025,Senior,3.975,18,No,No,Graduate School,Media/Communications,Public Relations and Media,4,0,No,No,No,No,No,Yes,4,50%,Yes,≤ 10%,≤ 10%,≤ 10%,Yes,20-30%,4,Female,20,US,94588,Yes,2,"Tiktok, TV, Youtube, News Sites (e.g. Wall Street Journal)",Yes,Yes,Sometimes,Yes,0%,25%
4/7/24 14:57,ENTJ-T,Cognitive Science,Data Science,N/A,,No,2024,Senior,3.8,17,No,No,Still Deciding,Technology: Software/Internet,Engineering,5,8-May,No,No,Yes,No,No,No,5,0%,No,≤ 10%,> 50%,≤ 10%,Depends,30-40%,5,Female,21,US,44011,Yes,2,"Instagram, X, Tiktok, Youtube",Yes,Yes,Sometimes,Yes,25%,25%
4/7/24 15:53,INTP-A,Chemistry,,Applied Analytics,,No,2024,Senior,3.33,16,No,No,Work,Other,Engineering,3,0,No,No,No,No,No,No,1,50%,No,20-30%,30-40%,10-20%,No,20-30%,3,Male,21,US,91343,Yes,2,"X, TV, Youtube, Google News",Yes,Yes,Sometimes,No,0%,0%
4/7/24 15:53,ENTP-A,Accounting,,Applied Analytics,,No,2024,Senior,3.72,20,No,No,Work,Finance: Accounting,Business/Corporate Services,4,8+,No,No,Yes,Yes,No,Yes,4,50%,Yes,20-30%,20-30%,≤ 10%,Depends,10-20%,4,Male,22,US,11234,No,1,"X, News Sites (e.g. Wall Street Journal)",Yes,Yes,No,Yes,25%,0%
4/7/24 15:59,ENFP-A,"Politics, Philosophy and Economics",Data Science,Screenwriting,,No,2025,Junior,3.77,18,No,No,Work,Media/Communications,Other,4,0,No,No,No,No,Yes,Yes,5,0%,No,≤ 10%,30-40%,20-30%,Yes,≤ 10%,5,Male,21,US,75072,No,3,"X, Youtube, News Sites (e.g. Wall Street Journal)",Yes,Yes,No,Yes,75%,75%
4/7/24 16:17,ENTJ-A,Business Administration,,Applied Analytics,,No,2024,Senior,3.7,6,No,No,Work,Real Estate,Property and Asset Management,4,4-Jan,Yes,No,Yes,No,Yes,No,3,25%,No,> 50%,20-30%,≤ 10%,Yes,20-30%,3,Male,22,US,90210,Yes,3,"Instagram, X, TV, Youtube, News Sites (e.g. Wall Street Journal)",Yes,Yes,No,Yes,0%,0%
4/7/24 16:20,ENFP-T,ECDS,,Applied Analytics,,No,2024,Senior,3.86,20,"Yes, from a 4 year college",Yes,Graduate School,Technology: Other,Information and Communications Technology,3,4-Jan,No,No,No,Yes,No,Yes,3,0%,No,≤ 10%,> 50%,≤ 10%,Depends,20-30%,4,Female,21,CN,N/A,No,2,"Instagram, Tiktok, Youtube",Yes,Yes,Yes,Yes,25%,50%
4/7/24 16:26,INFJ-T,Earth Sciences,Data Science,N/a,,No,2025,Junior,3.39,20,No,No,Still Deciding,Technology: Other,Other,4,4-Jan,No,No,Yes,No,No,No,3,0%,Yes,20-30%,10-20%,≤ 10%,Depends,10-20%,4,Male,21,US,3045,No,1,"Instagram, Tiktok, Youtube, News Sites (e.g. Wall Street Journal)",Yes,Yes,Yes,Yes,0%,0%
4/7/24 16:59,ISTJ-A,Business Administration,,Applied Analytics,,Maybe,2025,Junior,3.84,18,No,Yes,Work,Finance: Accounting,Business/Corporate Services,5,4-Jan,No,No,No,No,No,No,4,25%,Yes,10-20%,20-30%,10-20%,Depends,20-30%,5,Female,20,CN,N/A,Yes,3,Instagram,Yes,Yes,Sometimes,Yes,25%,25%
4/7/24 17:22,ISTP-T,Communication,,Applied Analytics,Communication Design,No,2024,Senior,3.95,16,No,Yes,Graduate School,Media/Communications,Marketing,4,0,No,No,No,Yes,No,No,4,0%,Yes,≤ 10%,> 50%,10-20%,Depends,30-40%,4,Female,22,CN,N/A,No,2,Instagram,Yes,Yes,No,Yes,50%,100%
4/7/24 18:11,ESFJ-T,Neuroscience,Healthcare Business,Applied Analytics,,Yes,2025,Senior,3.7,18,No,No,Work,Consulting,Other,5,4-Jan,No,No,Yes,No,No,No,5,0%,Yes,20-30%,20-30%,≤ 10%,Yes,> 50%,5,Female,21,US,94539,Yes,3,"Instagram, News Sites (e.g. Wall Street Journal)",Yes,Yes,No,Yes,25%,25%
4/7/24 19:17,ENTJ-A,Business Administration,,Applied Analytics,,No,2025,Junior,3.84,18,No,No,Work,Consulting,Business/Corporate Services,4,4-Jan,No,No,Yes,No,No,No,4,0%,Yes,20-30%,20-30%,≤ 10%,Yes,20-30%,4,Male,21,US,91011,Yes,1,"Instagram, Youtube, News Sites (e.g. Wall Street Journal)",Yes,Yes,No,Yes,25%,25%
4/7/24 19:22,ESFJ-A,Business Administration,,Foundations of Data Science,,No,2024,Senior,3.99,12,No,No,Work,Finance: IB/Brokerage,Business/Corporate Services,5,0,No,Yes,Yes,No,No,No,3,0%,Yes,≤ 10%,> 50%,≤ 10%,Yes,20-30%,5,Male,22,US,98027,No,1,Instagram,Yes,Yes,Yes,Yes,0%,25%
4/7/24 19:46,ESTJ-A,Business Administration,,Applied Analytics,,No,2024,Senior,3.5,8,"Yes, from a 2 year college",No,Work,Finance: IB/Brokerage,Finance Management,5,8+,No,No,Yes,No,No,Yes,4,0%,Yes,20-30%,≤ 10%,10-20%,Depends,10-20%,5,Male,22,US,92677,Yes,1,"Instagram, Snapchat, TV, Youtube, News Sites (e.g. Wall Street Journal)",No,Yes,No,Yes,0%,25%
4/7/24 20:06,ENTP-T,Business Administration,,Applied Analytics,,No,2024,Senior,3.99,18,No,No,Work,Consulting,Business/Corporate Services,4,4-Jan,No,No,Yes,Yes,No,Yes,4,75%,Yes,10-20%,> 50%,≤ 10%,Yes,20-30%,4,Female,21,US,92656,Yes,3,"Instagram, Youtube, News Sites (e.g. Wall Street Journal)",No,No,Sometimes,Yes,0%,0%
4/7/24 20:07,ESFJ-T,Business Administration,Accounting,Applied Analytics,,No,2024,Senior,3.7,18,No,No,Work,Consulting,Finance Management,4,8-May,No,No,Yes,No,No,No,3,50%,Yes,≤ 10%,20-30%,20-30%,Depends,10-20%,3,Male,22,US,92130,Yes,1,"Instagram, Snapchat, X, Tiktok, TV, Youtube, Google News, News Sites (e.g. Wall Street Journal)",Yes,Yes,Sometimes,Yes,0%,0%
4/7/24 20:23,ISFJ-A,Economics,,Applied Analytics,Business Finance,No,2024,Senior,3.61,16,"Yes, from a 2 year college",No,Work,Consulting,Business/Corporate Services,4,8+,No,No,No,No,No,No,5,0%,No,≤ 10%,20-30%,≤ 10%,Yes,30-40%,5,Male,21,US,91108,Yes,1,"Instagram, Youtube, News Sites (e.g. Wall Street Journal)",Yes,No,Yes,Yes,0%,0%
4/7/24 21:08,ENTP-A,Business Administration,,Applied Analytics,,No,2024,Senior,3.55,18,"Yes, from a 2 year college",No,Work,Technology: Other,Risk Management,4,4-Jan,No,Yes,No,Yes,No,No,4,0%,Yes,10-20%,10-20%,≤ 10%,Depends,20-30%,4,Male,22,US,97221,No,2,"Instagram, Youtube, News Sites (e.g. Wall Street Journal)",Yes,Yes,Sometimes,Yes,25%,25%
4/7/24 21:24,ISTJ-T,Economics,,Foundations of Data Science,,No,2024,Senior,2.9,20,No,No,Still Deciding,Finance: FinTech,Other,3,4-Jan,No,No,No,Yes,Yes,No,5,0%,Yes,30-40%,20-30%,20-30%,Yes,10-20%,4,Male,21,US,11206,No,4,"X, Tiktok, News Sites (e.g. Wall Street Journal)",Yes,Yes,Yes,No,25%,75%
4/7/24 22:16,ESFJ-A,Business Administration,,Applied Analytics,,No,2024,Senior,3.85,16,No,Yes,Work,Technology: Hardware,Business/Corporate Services,4,4-Jan,No,No,Yes,Yes,No,No,4,25%,Yes,10-20%,> 50%,10-20%,No,20-30%,4,Female,22,CN,N/A,No,2,"Instagram, Tiktok, Youtube, Google News",No,Yes,Yes,No,25%,25%
4/7/24 22:25,INFP-T,electrical and computer engineering,,applied analytics,,No,2024,Senior,3.7,20,"Yes, from a 4 year college",No,Graduate School,Technology: Hardware,Engineering,4,4-Jan,Yes,No,No,No,No,No,4,0%,No,≤ 10%,30-40%,10-20%,Depends,> 50%,4,Female,21,US,91754,Yes,2,"Instagram, Tiktok, Youtube, News Sites (e.g. Wall Street Journal)",Yes,Yes,Sometimes,Yes,25%,25%
4/7/24 23:18,INFJ-T,Business Administration,,Applied Analytics,,No,2024,Senior,3.4,8,"Yes, from a 2 year college",No,Work,Technology: Software/Internet,Business/Corporate Services,4,0,No,No,No,Yes,No,No,3,0%,Yes,30-40%,10-20%,≤ 10%,Yes,10-20%,4,Female,21,US,91355,Yes,1,"Instagram, X, Tiktok, News Sites (e.g. Wall Street Journal)",Yes,Yes,Yes,Yes,0%,50%
4/7/24 23:32,ENFJ-A,Business Administration,,Applied Analytics,,No,2024,Senior,3.7,18,"Yes, from a 4 year college",Yes,Graduate School,Consulting,Business/Corporate Services,4,4-Jan,No,Yes,Yes,No,No,No,4,0%,No,≤ 10%,30-40%,10-20%,Yes,20-30%,5,Female,22,CN,N/A,No,2,"Instagram, Little Red Book",Yes,Yes,No,Yes,25%,25%
4/7/24 23:37,ENTP-A,Economics,,Applied Analytics,,No,2025,Junior,3.4,16,No,Yes,Work,Finance: Asset Management,Finance Management,5,0,Yes,No,No,Yes,No,No,5,0%,No,≤ 10%,> 50%,≤ 10%,Depends,10-20%,5,Male,21,TR,N/A,No,3,"Instagram, X, Youtube, News Sites (e.g. Wall Street Journal)",Yes,Yes,No,No,25%,50%
4/7/24 23:53,INTJ-T,Economics,,Applied Analytics,Mathematical Finance,No,2026,Sophmore,3.83,12,No,No,Work,Finance: FinTech,Business/Corporate Services,4,4-Jan,No,Yes,No,No,No,No,4,0%,Yes,20-30%,30-40%,10-20%,Yes,20-30%,4,Female,19,US,91331,Yes,2,"Instagram, X, Tiktok, Google News, News Sites (e.g. Wall Street Journal)",No,No,Sometimes,Yes,25%,25%
4/8/24 0:01,ISFJ-T,Applied and Computational Mathematics,Data Science,N/A,,No,2025,Junior,3.4,16,"Yes, from a 4 year college",No,Work,Technology: Software/Internet,Engineering,4,4-Jan,No,No,No,No,No,Yes,3,50%,Yes,≤ 10%,20-30%,> 50%,Yes,30-40%,4,Male,20,US,90505,Yes,3,"X, News Sites (e.g. Wall Street Journal)",Yes,Yes,No,Yes,0%,0%
4/8/24 0:01,ENTP-A,Business Administration,,Applied Analytics,,No,2025,Junior,3.55,14,"Yes, from a 4 year college",No,Work,Consulting,Travel/Tourism,4,4-Jan,No,Yes,Yes,Yes,Yes,No,4,0%,Yes,≤ 10%,30-40%,≤ 10%,Yes,20-30%,4,Male,20,US,95135,Yes,2,X,Yes,Yes,Yes,No,25%,25%
4/8/24 0:28,ENTP-T,Business Administration,,Applied Analytics,,No,2024,Senior,3.9,16,No,Yes,Work,Consulting,Business/Corporate Services,5,0,No,No,No,No,No,No,4,0%,No,≤ 10%,10-20%,≤ 10%,Yes,≤ 10%,5,Male,21,IN,N/A,No,2,"Instagram, X, Youtube",Yes,No,No,Yes,50%,25%
4/8/24 0:40,INFJ-T,Business Administration,,Applied Analytics,,No,2025,Junior,3.93,14,No,No,Still Deciding,Technology: Other,Operations Management,4,4-Jan,No,No,Yes,Yes,No,No,3,0%,Yes,≤ 10%,20-30%,≤ 10%,Yes,> 50%,4,Male,21,US,N/A,No,2,"Instagram, Snapchat",Yes,Yes,Yes,Yes,25%,50%
4/8/24 0:41,ENFP-A,Business Administration,,Enterprise Resource Planning,,No,2024,Senior,3.2,12,No,No,Work,Technology: Other,Business/Corporate Services,5,4-Jan,No,No,Yes,Yes,No,Yes,5,0%,Yes,≤ 10%,20-30%,≤ 10%,No,10-20%,5,Male,22,KR,91913,Yes,2,"Instagram, X, Tiktok, News Sites (e.g. Wall Street Journal)",Yes,Yes,Sometimes,No,25%,25%
4/8/24 0:53,INFJ-T,Economics,Data Science,Applied Analytics,Risk Management,No,2025,Junior,3.83,20,No,No,Still Deciding,Finance: FinTech,Risk Management,4,0,No,No,Yes,Yes,No,No,4,0%,Yes,≤ 10%,20-30%,≤ 10%,Depends,> 50%,4,Male,21,CN,N/A,Yes,2,"Instagram, Tiktok, Youtube, Google News",Yes,Yes,Sometimes,Yes,75%,75%
4/8/24 0:59,INFP-A,Accounting,,Enterprise Information Systems,,No,2025,Junior,3.9,16,No,No,Work,Finance: Accounting,Business/Corporate Services,5,0,No,No,Yes,No,No,No,5,50%,Yes,≤ 10%,30-40%,10-20%,Yes,10-20%,5,Male,20,US,90275,Yes,1,"X, Google News, News Sites (e.g. Wall Street Journal)",Yes,Yes,Yes,No,25%,25%
4/8/24 1:04,ESTJ-T,Business Administration,,Applied Analytics,,Maybe,2024,Junior,3.91,16,No,No,Work,Finance: Asset Management,Finance Management,4,0,No,No,Yes,Yes,No,No,5,75%,Yes,30-40%,20-30%,≤ 10%,Depends,10-20%,5,Female,20,US,77407,No,2,"Tiktok, Google News, News Sites (e.g. Wall Street Journal)",Yes,Yes,Yes,Yes,25%,25%
4/8/24 1:28,ENFJ-T,Economics,,Applied Analytics,,No,2024,Senior,3.4,18,No,Yes,Work,Finance: Asset Management,Property and Asset Management,4,4-Jan,Yes,No,Yes,Yes,Yes,No,5,25%,Yes,10-20%,30-40%,≤ 10%,Depends,20-30%,5,Female,21,PK,N/A,No,3,"Instagram, Tiktok, Youtube, News Sites (e.g. Wall Street Journal)",Yes,Yes,Sometimes,Yes,25%,75%
4/8/24 4:09,ESTP-T,Neuroscience,,Applied Analytics,,No,2024,Senior,3.2,12,No,No,Work,Retail,Marketing,4,4-Jan,No,No,No,No,No,No,5,0%,Yes,> 50%,30-40%,10-20%,Yes,20-30%,5,Male,23,US,90720,Yes,2,"X, Tiktok",Yes,Yes,No,Yes,25%,25%
4/8/24 6:58,ENTJ-A,Business Administration,,Applied Analytics,,No,2026,Sophmore,3.33,17,No,Yes,Work,Consulting,Client/Customer Services,4,8+,No,No,No,Yes,No,No,4,0%,No,≤ 10%,10-20%,≤ 10%,Yes,30-40%,5,Male,20,JP,N/A,Yes,2,Instagram,Yes,Yes,Yes,No,0%,25%
4/8/24 8:03,ENTJ-A,Economics and Data Science,East Asian Languages and Cultures,Applied Analytics,,No,2025,Junior,3.96,16,No,Yes,Still Deciding,Finance: Asset Management,Finance Management,5,0,No,No,Yes,Yes,No,No,5,0%,Yes,≤ 10%,30-40%,≤ 10%,Yes,20-30%,5,Male,22,CN,N/A,No,3,"Instagram, Google News, News Sites (e.g. Wall Street Journal)",Yes,Yes,No,Yes,25%,0%
4/8/24 9:04,ISTP-A,Business Administration,N/A,Applied Analytics,"Culture, Media, and Entertainment",No,2024,Senior,3.53,16,No,No,Still Deciding,Consulting,Business/Corporate Services,3,0,No,Yes,Yes,Yes,No,Yes,4,0%,Yes,10-20%,10-20%,20-30%,Yes,20-30%,4,Male,22,US,95129,Yes,2,"Instagram, Tiktok, TV, Youtube, News Sites (e.g. Wall Street Journal)",Yes,Yes,Yes,Yes,25%,25%
4/8/24 9:25,ISTJ-A,Chemical Engineering,,Applied Analytics,,No,2025,Junior,3.65,18,No,No,Work,Energy,Engineering,4,8-May,Yes,No,Yes,No,No,No,3,75%,Yes,≤ 10%,10-20%,≤ 10%,Yes,10-20%,4,Female,21,US,77546,No,2,"X, Tiktok",Yes,Yes,Sometimes,Yes,0%,25%
4/8/24 9:56,INFJ-T,Business Administration,,Applied Analytics,,No,2024,Senior,3.2,12,"Yes, from a 4 year college",No,Work,Technology: Other,"Information Services, Statistics, Records, and Archives",5,8-May,Yes,No,No,No,No,Yes,5,0%,Yes,> 50%,20-30%,10-20%,Depends,20-30%,5,Male,22,US,91214,Yes,1,"Instagram, X, Tiktok, Youtube, News Sites (e.g. Wall Street Journal)",Yes,Yes,No,Yes,50%,25%
4/8/24 10:09,ENTP-T,Economics,,Applied Analytics,,No,2024,Senior,3.5,20,"Yes, from a 4 year college",Yes,Work,Finance: IB/Brokerage,Finance Management,3,0,Yes,Yes,Yes,Yes,No,Yes,3,0%,No,≤ 10%,> 50%,10-20%,Yes,10-20%,3,Male,22,ID,N/A,No,2,"Instagram, Tiktok, Youtube",Yes,Yes,Sometimes,No,75%,0%
4/8/24 10:28,ENTJ-T,Economics,,Applied Analytics,Applications of Artificial Intelligence,No,2026,Sophmore,3.81,16,No,No,Work,Finance: FinTech,Business/Corporate Services,5,8-May,Yes,No,No,Yes,Yes,No,5,0%,No,≤ 10%,> 50%,10-20%,Yes,30-40%,5,Male,20,US,94303,Yes,2,"Instagram, X, TV, Youtube, News Sites (e.g. Wall Street Journal)",Yes,Yes,No,Yes,0%,25%
4/8/24 11:04,ENTJ-A,Sociology,Data Science,Legal Studies,Applied Analytics,No,2026,Sophmore,3.84,20,No,Yes,Still Deciding,Law,Legal Personnel,4,4-Jan,No,No,Yes,Yes,No,Yes,5,0%,Yes,20-30%,20-30%,≤ 10%,Yes,20-30%,4,Female,19,CN,N/A,No,2,"Instagram, Tiktok, Youtube",Yes,Yes,No,Yes,0%,75%
4/8/24 11:06,ENFP-T,Business Administration,,Applied Analytics,International Relations,No,2024,Senior,3.493,16,No,No,Work,Finance: FinTech,Finance Management,5,8-May,Yes,No,Yes,No,Yes,No,5,0%,No,≤ 10%,> 50%,≤ 10%,Yes,10-20%,5,Male,21,US,6840,No,1,"Instagram, Tiktok, TV, News Sites (e.g. Wall Street Journal)",Yes,Yes,Yes,Yes,0%,50%
4/8/24 11:31,ISTP-A,Economics,,Applied Analytics,,No,2025,Junior,3.6,12,"Yes, from a 4 year college",Yes,Graduate School,Consulting,Other,5,0,No,No,No,Yes,No,No,5,0%,No,≤ 10%,20-30%,≤ 10%,No,≤ 10%,5,Male,21,CN,N/A,No,2,"Instagram, Tiktok, Youtube",Yes,No,Yes,No,75%,0%
4/8/24 11:37,ISTJ-T,Business Administration,N/A,Applied Analytics,N/A,No,2024,Senior,3.7,18,No,No,Work,Finance: Asset Management,Finance Management,4,8-May,Yes,No,Yes,No,No,Yes,5,0%,No,≤ 10%,> 50%,≤ 10%,Yes,30-40%,5,Male,22,US,92129,Yes,1,"Instagram, Tiktok, News Sites (e.g. Wall Street Journal)",Yes,No,Sometimes,Yes,25%,50%
4/8/24 11:48,ESTJ-A,Business Administration,,Applied Analytics,Blockchain,No,2025,Junior,3.93,18,No,Yes,Work,Consulting,Business/Corporate Services,5,4-Jan,Yes,No,Yes,Yes,No,No,5,0%,No,10-20%,30-40%,≤ 10%,Yes,> 50%,4,Male,20,TH,N/A,No,4,"Instagram, X, Youtube, News Sites (e.g. Wall Street Journal)",Yes,Yes,No,No,50%,75%
4/8/24 11:53,ENFJ-A,Business Administration,,Applied Analytics,,No,2024,Senior,3.3,12,No,No,Work,Consulting,Business/Corporate Services,5,4-Jan,No,No,Yes,Yes,No,No,5,50%,Yes,30-40%,20-30%,10-20%,Depends,20-30%,5,Male,21,US,90280,Yes,2,"X, Tiktok, Google News, News Sites (e.g. Wall Street Journal)",Yes,Yes,Yes,Yes,0%,25%
4/8/24 11:53,ENFJ-T,International Relations (Global Business),,Foundations of Data Science,,Yes,2026,Junior,3.62,16,No,No,Work,Technology: Software/Internet,Business/Corporate Services,4,4-Jan,No,No,Yes,Yes,No,No,4,0%,Yes,10-20%,20-30%,≤ 10%,Depends,10-20%,4,Male,21,US,95070,Yes,3,Don't use social media,Yes,Yes,No,Yes,0%,25%
4/8/24 11:55,ENFP-A,Cognitive science,,"Data Science, Business",,No,2024,Senior,3.5,20,No,Yes,Work,Consulting,Business/Corporate Services,5,4-Jan,No,No,No,No,No,No,5,0%,No,≤ 10%,> 50%,10-20%,Depends,10-20%,5,Female,22,US,95129,Yes,1,"Instagram, Tiktok",Yes,Yes,Yes,Yes,25%,25%
4/8/24 11:56,ENFJ-A,Industrial and Systems Engineering,,Applied Analytics,,No,2024,Senior,3,18,No,No,Work,Technology: Software/Internet,Engineering,4,8+,No,No,No,No,No,No,4,25%,Yes,≤ 10%,> 50%,10-20%,Depends,10-20%,4,Female,22,US,90007,No,1,Tiktok,Yes,Yes,Sometimes,Yes,25%,0%
4/8/24 12:02,INFP-A,Business Adminsistration,,Applied Analytics,,No,2024,Senior,3.55,18,No,No,Work,Consulting,Administration/Office Work,5,8+,No,No,Yes,No,No,No,4,25%,Yes,20-30%,20-30%,10-20%,Depends,10-20%,5,Male,22,US,54915,No,2,"Instagram, Tiktok",Yes,Yes,Yes,Yes,50%,50%
4/8/24 12:05,ISFJ-T,Business Administration,,Applied Analytics,,No,2024,Senior,3.7,20,No,No,Work,Finance: Accounting,Business/Corporate Services,3,0,No,No,No,No,No,No,3,75%,Yes,30-40%,> 50%,20-30%,Yes,≤ 10%,3,Male,21,CN,N/A,Yes,2,"Instagram, X, Tiktok, Youtube",Yes,Yes,No,No,25%,50%
4/8/24 12:08,ENFJ-T,Environmetnal Science,,applied analytics,,No,2024,Senior,3.8,20,No,No,Work,Energy,Environment/Conservation,4,0,Yes,Yes,Yes,No,No,No,5,50%,Yes,≤ 10%,20-30%,10-20%,No,10-20%,5,Female,21,US,92832,Yes,1,Instagram,Yes,Yes,Yes,Yes,0%,25%
4/8/24 12:11,INTP-A,Anthropology,,Applied Analytics,Environmental Studies,Maybe,2025,Junior,3.77,16,No,No,Graduate School,Other,Other,4,0,No,No,No,No,No,No,4,75%,Yes,10-20%,20-30%,> 50%,Yes,30-40%,4,Female,20,US,90036,Yes,2,News Sites (e.g. Wall Street Journal),Yes,Yes,Yes,Yes,0%,0%
4/8/24 12:15,ENTP-T,Business,,Applied Analytics,,No,2024,Senior,3.62,18,No,No,Work,Real Estate,Administration/Office Work,4,8-May,No,No,No,Yes,No,No,3,25%,Yes,10-20%,10-20%,10-20%,No,10-20%,3,Male,22,US,94920,Yes,1,TV,No,Yes,No,Yes,25%,50%
4/8/24 12:31,INFP-T,Communication,,Applied Analytics,,No,2024,Senior,3.91,20,"Yes, from a 2 year college",Yes,Work,Manufacturing,Marketing,4,0,No,No,No,Yes,No,No,4,0%,No,≤ 10%,10-20%,10-20%,Yes,20-30%,4,Female,25,KR,N/A,No,2,"Instagram, Youtube, News Sites (e.g. Wall Street Journal)",Yes,Yes,Sometimes,Yes,25%,50%
4/8/24 12:33,INFJ-A,Mechanical Engineering,,Applied Analytics,,Maybe,2024,Senior,3.62,18,No,No,Still Deciding,Manufacturing,Engineering,5,4-Jan,Yes,No,No,No,No,No,4,0%,Yes,30-40%,20-30%,≤ 10%,Yes,20-30%,5,Female,21,US,92106,Yes,1,"Instagram, Youtube",Yes,Yes,Sometimes,Yes,50%,0%
4/8/24 12:36,INTP-T,Business Administration,,Applied Analytics,,No,Dec-24,Senior,3.87,12,No,Yes,Work,Finance: IB/Brokerage,Business/Corporate Services,5,0,No,No,No,Yes,No,No,3,0%,Yes,≤ 10%,> 50%,≤ 10%,Yes,30-40%,4,Male,21,VN,N/A,Yes,2,"Instagram, Youtube, Google News, News Sites (e.g. Wall Street Journal)",No,No,Yes,Yes,0%,0%
4/8/24 12:37,ESFJ-A,Business Administration,,Applied Analytics,,Maybe,2025,Junior,3.24,16,No,No,Still Deciding,Consulting,Business/Corporate Services,4,8+,Yes,No,No,Yes,No,Yes,5,0%,No,20-30%,> 50%,≤ 10%,Depends,10-20%,4,Male,21,US,46032,No,3,"Instagram, X, Tiktok, TV, Youtube, News Sites (e.g. Wall Street Journal)",Yes,Yes,Sometimes,Yes,25%,25%
4/8/24 12:37,ENFP-T,Biological Sciences,Data Science,n/a,,No,2024,Freshman,3.9,14,"Yes, from a 2 year college",No,Work,Technology: Other,"Information Services, Statistics, Records, and Archives",3,4-Jan,No,No,No,No,No,No,3,50%,Yes,10-20%,20-30%,≤ 10%,Yes,20-30%,5,Male,24,US,N/A,No,4,Truth Social,No,No,No,No,0%,0%
4/8/24 12:40,ESFJ-T,Data Science,Psychology,N/A,,Maybe,2024,Senior,3.95,16,No,No,Still Deciding,Technology: Other,Operations Management,4,0,No,No,No,Yes,No,Yes,4,0%,Yes,10-20%,20-30%,10-20%,Yes,30-40%,4,Male,22,US,90049,Yes,2,"Instagram, X",Yes,No,Sometimes,Yes,0%,0%
4/8/24 12:52,ENTJ-A,Business Administration,,Applied analytics,,No,2025,Junior,3.3,16,No,No,Still Deciding,Finance: Asset Management,Finance Management,5,8-May,Yes,Yes,No,No,No,No,5,0%,Yes,20-30%,30-40%,≤ 10%,Depends,> 50%,5,Male,20,US,91001,Yes,1,"Instagram, News Sites (e.g. Wall Street Journal)",Yes,Yes,Yes,Yes,25%,25%
4/8/24 13:12,ENFP-T,psychology,,applied analytics,,No,2024,Senior,3.7,16,"Yes, from a 4 year college",No,Still Deciding,Finance: FinTech,Business/Corporate Services,4,4-Jan,No,No,Yes,Yes,No,No,4,25%,Yes,10-20%,30-40%,10-20%,No,20-30%,4,Female,23,US,90703,Yes,2,"Instagram, Tiktok",Yes,Yes,No,No,25%,25%
